time (s),CD (unitless),CL (unitless),EAS (knot),TAS_violation (knot),altitude (ft),altitude_rate (ft/min),angle_of_attack (rad),cruise_time (s),distance (ft),flight_path_angle (rad),fuel_flow_rate_negative_total (lbm/s),lift (lbf),load_factor (unitless),mach (unitless),mass (lbm),normal_force (lbf),theta (deg),throttle (unitless),thrust_net_total (lbf),velocity (knot)
0.0,0.033000838532787694,0.39495801336040925,0.06600374847363591,,,,,,0.0,,,0.012236139580608969,,9.977856031150891e-05,115290.5392378686,115290.52700172902,0.0,0.956,45745.19712956253,0.066
5.812722581440208,0.03299851162882475,0.395157959719845,40.239604172871026,,,,,,200.22249311652433,,,4550.241278756624,,0.060830632573509076,115272.65476662987,110722.41348787324,0.0,0.956,42707.1161198505,40.23731889212789
13.833093350369069,0.0323849740518799,0.3959814820908543,90.61170282893974,,,,,,1092.4478314235248,,,23120.634714358956,,0.13697866355661914,115247.0216664532,92126.38695209425,0.0,0.9559999999999998,39563.81194772941,90.60655682455342
16.37151327650773,0.03210636835160113,0.39634859848493253,105.39895835026628,,,,,,1512.3816309052916,,,31311.671780993325,,0.15933271315223743,115238.6769270732,83927.00514607987,0.0,0.956,38757.09880342749,105.39297255058422
16.37151327650773,0.031189400485841373,0.25542913720000887,105.39895835026628,,,,0.0,,1512.3816309052916,,,20178.987229629463,,0.15933271315223743,115238.6769270732,96074.2322693842,-1.5,0.956,38757.09880342749,105.39297255058422
17.332112278936275,0.0338871908717875,0.5532222637283711,110.85497715437286,,,,0.05582949922789061,,1687.6875524522295,,,48346.64419358844,,0.16758063412484286,115235.4904783086,65747.9960434852,1.6987946780870198,0.956,38483.45115532604,110.84868149740063
18.657542841258284,0.04241540339866515,0.9463370901174709,118.27732814485064,,,,0.1328628132004222,,1943.9889253610202,,,94146.71348835106,,0.1788010801310631,115231.06775040465,17026.251782559088,6.112478450619234,0.9559999999999998,38111.18174701699,118.27061095898574
19.07703708249031,0.046150409710008736,1.0664451854885941,120.5784063394662,,,,0.15724359369026064,,2028.5509104378816,,,110264.04200619887,,0.1822796442237473,115229.6617423526,3.873537934850901e-09,7.509394273921876,0.956,37995.77073787968,120.57155847116061
19.07703708249031,0.05763517730983783,1.0247020095988533,120.48924457967813,,50.55389493017241,,0.15724359369026056,,2028.5509104378816,0.0,,105791.41900828095,0.961139363524956,0.18231133006079286,115229.6617423526,4477.897996111838,7.509394273921872,0.956,37955.40767495472,120.57155847116061
21.386942238766586,0.051968527796459926,0.9311542913074503,132.41653866805103,,50.161645465446725,,0.13760955017473414,,2522.1846232949897,0.0017136720764709505,,116108.06925323087,1.043747592955937,0.2003570046865389,115221.87763394583,0.0,6.482632623157212,0.956,37359.19974200827,132.50624019268082
24.574139896117387,0.0444646838150125,0.7853193032955261,147.41326444229503,,61.38071114855065,,0.10797016570059108,,3275.994816782463,0.032264978970746934,,121360.03456385185,1.079949961826483,0.22309350588528634,115211.0022307268,0.0,6.534881929074184,0.9559999999999997,36687.383914832615,147.53734824787293
25.582877057409775,0.0403228396972342,0.735133457127578,151.55670485877673,,71.50324940284278,,0.09797375239595175,,3530.7977482619026,0.04185929814043155,,120080.58326124909,1.065955313589289,0.22940611136375727,115207.52884038536,0.0,6.511843632174315,0.9559999999999997,36495.760456907476,151.7067515635435
25.582877057409775,0.040322839697234186,0.7351334571275776,151.55670485877673,,71.50324940284278,,0.09797375239595171,,3530.7977482619026,0.04185929814043155,,120080.58326124902,1.0659553135892883,0.22940611136375727,115207.52884038536,0.0,6.511843632174314,0.956,36495.76045690748,151.7067515635435
27.89278221368605,0.02714750368967038,0.634043450085819,160.9912518493803,,101.51709060690521,,0.07761176720185886,,4140.149204844308,0.05526643262647278,,116863.7630993842,1.0321117360019827,0.24381911750657723,115199.52724340484,0.0,6.1133600394593826,0.956,36053.62037667445,161.2214583937123
31.079979871036848,0.02337658258948856,0.5428080945307365,173.47264277116867,,155.86057011778826,,0.05893286492244842,,5040.036688683107,0.06346647396724239,,116162.13792376546,1.0205591599752524,0.26298033015813793,115188.40538073982,0.0,5.5129655335707675,0.9559999999999998,35354.771913835335,173.85899060718995
32.088717032329235,0.022827985329153838,0.5252485347721043,177.1985849828807,,174.9396671564823,,0.055295905070153736,,5338.739456820605,0.066013279513324,,117284.7752847756,1.029351296269384,0.268721490295259,115184.87559740704,0.0,5.4505042928067455,0.956,35129.31695545137,177.64286586240493
32.088717032329235,0.022827985329153835,0.5252485347721042,177.1985849828807,,174.9396671564823,,0.05529590507015373,,5338.739456820605,0.066013279513324,,117284.77528477559,1.0293512962693838,0.268721490295259,115184.87559740704,0.0,5.450504292806745,0.956,35129.31695545137,177.64286586240493
34.398622188605515,0.021714286724450502,0.48748064066356456,185.27020158117512,,225.1658891175635,,0.04745616114720171,,6045.75686062777,0.07534042875247632,,118993.93127118889,1.0424962348877576,0.2812175220167375,115176.77838515362,0.0,5.535726339850344,0.956,34633.49603036534,185.87143918770929
37.58581984595631,0.02008038561923531,0.42293156634040735,195.39140516468112,,307.6375884246619,,0.034130860800007545,,7070.767826735334,0.08449282712425699,,114825.22486462006,1.00296962954523,0.29702333952935084,115165.581715422,70.0621499136991,5.296636668337347,0.9559999999999998,33995.74893370218,196.2625840434233
38.594557007248696,0.019571366770395508,0.39942880289915306,198.40212798758276,,336.42388477401005,,0.029307549079142386,,7406.298836298125,0.08349310312480557,,111811.97585834263,0.9752255654214579,0.3017573269874004,115162.03338071828,3244.3053021229416,4.963001297609286,0.956,33812.522196081954,199.3708633157933
38.594557007248696,0.01957136677039551,0.39942880289915317,198.40212798758276,,336.42388477401005,,0.029307549079142393,,7406.298836298125,0.08349310312480557,,111811.97585834266,0.9752255654214582,0.3017573269874004,115162.03338071828,3244.305302122912,4.963001297609286,0.956,33812.522196081954,199.3708633157933
40.904462163524975,0.01921409024647723,0.3837390172752646,205.09500894063723,,404.18520860592895,,0.02610306092668129,,8194.066500175477,0.0843518670852358,,114789.57133788851,1.0003706732227664,0.31231989088215967,115153.89866653715,366.89811338287006,4.828601201504182,0.956,33439.86113858632,206.30135999539533
44.091659820875776,0.015691545888835215,0.240408850774461,215.05899766212235,,484.3878578939228,,0.04852179467433155,,9328.122968859547,0.05082757408001684,,79071.86432608364,0.694009744566017,0.3279694638326107,115142.64949468727,35335.72810245171,4.192299526913056,0.956,32903.18516304614,216.57870693983568
