time (s),CD (unitless),CL (unitless),EAS (knot),TAS_violation (knot),altitude (ft),altitude_rate (ft/min),angle_of_attack (rad),cruise_time (s),distance (ft),flight_path_angle (rad),fuel_flow_rate_negative_total (lbm/s),lift (lbf),load_factor (unitless),mach (unitless),mass (lbm),normal_force (lbf),theta (deg),throttle (unitless),thrust_net_total (lbf),velocity (knot)
0.0,0.033064382409045315,0.40245745374516395,0.06600374847363591,,,,,,0.0,,,0.012513843847774216,,9.977856031150891e-05,115710.87837463272,115710.86586078888,0.0,0.956,45745.19712956253,0.066
5.794210154661299,0.033061995823134266,0.40265667376033304,39.968681090403045,,,,,,198.22643757278368,,,4591.008442308867,,0.060421075302157914,115693.05296398104,111102.04452167217,0.0,0.956,42725.22273659189,39.96641119587744
13.789037553075014,0.03245768570651985,0.40347783633347084,90.03487772023155,,,,,,1081.8023267660733,,,23343.97429632022,,0.136106670976964,115667.5110062843,92323.53670996409,0.0,0.9559999999999998,39597.0992592247,90.0297644747985
16.31937308978026,0.032177219862430106,0.4038441191872913,104.74095922928174,,,,,,1497.7608932371488,,,31621.350335721945,,0.15833800896503056,115659.19736301611,84037.84702729416,0.0,0.956,38790.10087295385,104.73501079857364
16.31937308978026,0.031289793852800354,0.26193125027493275,104.74095922928174,,,,0.0,,1497.7608932371488,,,20509.447668782497,,0.15833800896503056,115659.19736301611,96165.15615964211,-1.5,0.956,38790.10087295385,104.73501079857364
17.27991160861476,0.03388263115633075,0.5618147565389917,110.18467636094647,,,,0.05582598395381899,,1671.9785725788838,,,48682.076876038685,,0.16656733337010676,115656.0130637164,65832.22464062039,1.6985932677188846,0.956,38517.07021754474,110.17841877158267
18.605258715921863,0.042031516075034824,0.9577571186081063,117.59663045433948,,,,0.13285444756560977,,1926.7514246768214,,,94531.96801507952,,0.17777206227772555,115651.5933504258,17058.20484762913,6.1119991350515335,0.9559999999999998,38145.322267562166,117.58995192654183
19.024726543927013,0.045596260261224125,1.0787468996577143,119.89717557250393,,,,0.15723369293285733,,2010.8255436254246,,,110680.47658783228,,0.18124982051313557,115650.18830389624,0.0,7.508827002308683,0.956,38029.93799497441,119.89036639253996
19.024726543927013,0.057025918449008436,1.038392293755924,119.80715288485683,,51.33219437273626,,0.15723369293285736,,2010.8255436254246,0.0,,106380.12754725778,0.9627695366607376,0.18128181252360082,115650.18830389626,4305.710095827006,7.508827002308685,0.956,37988.91336191546,119.89036639253996
21.4141641994553,0.05119435288208128,0.9377444172060087,132.13341838420558,,51.10817689827017,,0.13634011053159104,,2519.542756054372,0.0025051773581043265,,116853.94627328779,1.0460098428428228,0.1999320409417749,115642.13984859268,0.0,6.455249001358425,0.956,37371.14781893104,132.22475974771524
24.71110047296119,0.043311000560776,0.7846169100598354,147.54920212812885,,64.00373068573984,,0.10555014459776806,,3298.9577636356557,0.03485119877916972,,121917.1914765811,1.0801716526677496,0.22330981969899763,115630.89104380662,0.0,6.544404413465588,0.9559999999999997,36679.1242916811,147.67906982174645
25.7545695310624,0.03792896273883763,0.7328580906064073,151.78203678059722,,75.26082296425996,,0.09533146315296741,,3562.847617951518,0.044685491135362986,,120501.98318512762,1.065022963894458,0.2297627944553633,115627.29761913566,0.0,6.522380540997505,0.9559999999999997,36482.58553882361,151.94066321963092
25.7545695310624,0.03792896273883761,0.7328580906064069,151.78203678059722,,75.26082296425996,,0.09533146315296735,,3562.847617951518,0.044685491135362986,,120501.98318512755,1.065022963894457,0.2297627944553633,115627.29761913566,0.0,6.522380540997502,0.956,36482.585538823616,151.94066321963092
28.14400718659069,0.026175686438537193,0.6291830102476491,161.44983990751396,,108.17166340802032,,0.07460612812184611,,4194.531273665313,0.05797522423730184,,117053.8706763594,1.029223407167962,0.24454306447938684,115619.01849659909,0.0,6.096351932316018,0.956,36027.69486940141,161.6964550073347
31.440943460096577,0.022906641062481383,0.5358714936717728,174.17740722395504,,166.57744637912398,,0.05564755951974001,,5128.678628217095,0.06482024395762191,,116032.01992630141,1.0148010978192903,0.26409992527062504,115607.5111652247,0.0,5.40229670646426,0.9559999999999998,35305.8512471084,174.5927271236474
32.484412518197786,0.02238350621225086,0.5179915265091586,177.9912943422511,,186.71822367698627,,0.0519756406004961,,5438.992688192587,0.06674461841085999,,117126.11355453233,1.023271886093719,0.26998115378226767,115603.8600015256,0.0,5.302169784050684,0.956,35074.57921830683,178.46835234563542
32.484412518197786,0.02238350621225086,0.5179915265091586,177.9912943422511,,186.71822367698627,,0.0519756406004961,,5438.992688192587,0.06674461841085999,,117126.11355453233,1.023271886093719,0.26998115378226767,115603.8600015256,0.0,5.302169784050684,0.956,35074.57921830683,178.46835234563542
34.873850173726076,0.02132057649380988,0.4793736305453581,186.27870894174958,,239.0151326050998,,0.044035261175748616,,6174.105953157162,0.07472496237059287,,118722.80096031971,1.0352818023129515,0.2828191853026605,115595.48333366195,0.0,5.304459583235548,0.956,34564.97885782863,186.92114931740517
38.17078644723197,0.019764392323843628,0.41265692707617074,196.77155951520862,,322.83272156133404,,0.030406709194288294,,7241.413391371687,0.08114024755952079,,114037.41129420153,0.9911209438284689,0.29920368521178303,115583.89936566565,1403.1778724460153,4.891169839521575,0.9559999999999998,33905.46722192969,197.69293089144617
39.21425550533318,0.019283166026217623,0.38823161965076514,199.92810026019052,,351.4798523429697,,0.02544770451305713,,7591.240349263373,0.07882236132639976,,110757.24317032681,0.9610417794046712,0.3041611603032273,115580.22796795878,4847.6814671566135,4.474234702152099,0.956,33727.828441495716,200.94864930005318
